cord_uid,title,abstract,publish_time,authors,journal,source_x,pdf_json_files,pmc_json_files
CORD-000839,COVID-19 Research Paper 840: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 840. We analyzed data from multiple sources and found significant correlations.,2022-07-08 14:59:27.567567568,"Author10, A.; Researcher5, B.",BMJ,arXiv,pdf_839.json,
CORD-000840,COVID-19 Research Paper 841: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 841. We analyzed data from multiple sources and found significant correlations.,2022-07-09 17:17:50.270270272,"Author1, A.; Researcher1, B.",BMJ,PMC,pdf_840.json,pmc_840.json
CORD-000841,COVID-19 Research Paper 842: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 842. We analyzed data from multiple sources and found significant correlations.,2022-07-10 19:36:12.972972976,"Author2, A.; Researcher2, B.",JAMA,bioRxiv,pdf_841.json,
CORD-000842,COVID-19 Research Paper 843: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 843. We analyzed data from multiple sources and found significant correlations.,2022-07-11 21:54:35.675675680,"Author3, A.; Researcher3, B.",Science,arXiv,pdf_842.json,
CORD-000843,COVID-19 Research Paper 844: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 844. We analyzed data from multiple sources and found significant correlations.,2022-07-13 00:12:58.378378384,"Author4, A.; Researcher4, B.",Lancet,PMC,pdf_843.json,pmc_843.json
CORD-000844,COVID-19 Research Paper 845: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 845. We analyzed data from multiple sources and found significant correlations.,2022-07-14 02:31:21.081081088,"Author5, A.; Researcher5, B.",Lancet,PubMed,pdf_844.json,
CORD-000845,COVID-19 Research Paper 846: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 846. We analyzed data from multiple sources and found significant correlations.,2022-07-15 04:49:43.783783792,"Author6, A.; Researcher1, B.",JAMA,PMC,pdf_845.json,
CORD-000846,COVID-19 Research Paper 847: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 847. We analyzed data from multiple sources and found significant correlations.,2022-07-16 07:08:06.486486480,"Author7, A.; Researcher2, B.",NEJM,PubMed,pdf_846.json,pmc_846.json
CORD-000847,COVID-19 Research Paper 848: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 848. We analyzed data from multiple sources and found significant correlations.,2022-07-17 09:26:29.189189184,"Author8, A.; Researcher3, B.",Science,arXiv,pdf_847.json,
CORD-000848,COVID-19 Research Paper 849: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 849. We analyzed data from multiple sources and found significant correlations.,2022-07-18 11:44:51.891891888,"Author9, A.; Researcher4, B.",JAMA,bioRxiv,pdf_848.json,
CORD-000849,COVID-19 Research Paper 850: A Study on Transmission Patterns,,2022-07-19 14:03:14.594594592,"Author10, A.; Researcher5, B.",Science,bioRxiv,pdf_849.json,pmc_849.json
CORD-000850,COVID-19 Research Paper 851: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 851. We analyzed data from multiple sources and found significant correlations.,2022-07-20 16:21:37.297297296,"Author1, A.; Researcher1, B.",Science,arXiv,pdf_850.json,
CORD-000851,COVID-19 Research Paper 852: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 852. We analyzed data from multiple sources and found significant correlations.,2022-07-21 18:40:00.000000000,"Author2, A.; Researcher2, B.",Science,bioRxiv,pdf_851.json,
CORD-000852,COVID-19 Research Paper 853: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 853. We analyzed data from multiple sources and found significant correlations.,2022-07-22 20:58:22.702702704,"Author3, A.; Researcher3, B.",JAMA,bioRxiv,pdf_852.json,pmc_852.json
CORD-000853,COVID-19 Research Paper 854: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 854. We analyzed data from multiple sources and found significant correlations.,2022-07-23 23:16:45.405405408,"Author4, A.; Researcher4, B.",Lancet,PubMed,pdf_853.json,
CORD-000854,COVID-19 Research Paper 855: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 855. We analyzed data from multiple sources and found significant correlations.,2022-07-25 01:35:08.108108112,"Author5, A.; Researcher5, B.",Lancet,arXiv,pdf_854.json,
CORD-000855,COVID-19 Research Paper 856: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 856. We analyzed data from multiple sources and found significant correlations.,2022-07-26 03:53:30.810810816,"Author6, A.; Researcher1, B.",Science,PMC,pdf_855.json,pmc_855.json
CORD-000856,COVID-19 Research Paper 857: A Study on Transmission Patterns,,2022-07-27 06:11:53.513513520,"Author7, A.; Researcher2, B.",NEJM,PubMed,pdf_856.json,
CORD-000857,COVID-19 Research Paper 858: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 858. We analyzed data from multiple sources and found significant correlations.,2022-07-28 08:30:16.216216224,"Author8, A.; Researcher3, B.",Nature,arXiv,pdf_857.json,
CORD-000858,COVID-19 Research Paper 859: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 859. We analyzed data from multiple sources and found significant correlations.,2022-07-29 10:48:38.918918912,"Author9, A.; Researcher4, B.",JAMA,PubMed,pdf_858.json,pmc_858.json
CORD-000859,COVID-19 Research Paper 860: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 860. We analyzed data from multiple sources and found significant correlations.,2022-07-30 13:07:01.621621616,"Author10, A.; Researcher5, B.",Nature,PMC,pdf_859.json,
CORD-000860,COVID-19 Research Paper 861: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 861. We analyzed data from multiple sources and found significant correlations.,2022-07-31 15:25:24.324324320,"Author1, A.; Researcher1, B.",NEJM,PMC,pdf_860.json,
CORD-000861,COVID-19 Research Paper 862: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 862. We analyzed data from multiple sources and found significant correlations.,2022-08-01 17:43:47.027027024,"Author2, A.; Researcher2, B.",JAMA,arXiv,pdf_861.json,pmc_861.json
CORD-000862,COVID-19 Research Paper 863: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 863. We analyzed data from multiple sources and found significant correlations.,2022-08-02 20:02:09.729729728,"Author3, A.; Researcher3, B.",Science,PMC,pdf_862.json,
CORD-000863,COVID-19 Research Paper 864: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 864. We analyzed data from multiple sources and found significant correlations.,2022-08-03 22:20:32.432432432,"Author4, A.; Researcher4, B.",Lancet,PubMed,pdf_863.json,
CORD-000864,COVID-19 Research Paper 865: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 865. We analyzed data from multiple sources and found significant correlations.,2022-08-05 00:38:55.135135136,"Author5, A.; Researcher5, B.",Nature,PMC,pdf_864.json,pmc_864.json
CORD-000865,COVID-19 Research Paper 866: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 866. We analyzed data from multiple sources and found significant correlations.,2022-08-06 02:57:17.837837840,"Author6, A.; Researcher1, B.",BMJ,PubMed,pdf_865.json,
CORD-000866,COVID-19 Research Paper 867: A Study on Transmission Patterns,,2022-08-07 05:15:40.540540544,"Author7, A.; Researcher2, B.",BMJ,PubMed,pdf_866.json,
CORD-000867,COVID-19 Research Paper 868: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 868. We analyzed data from multiple sources and found significant correlations.,2022-08-08 07:34:03.243243248,"Author8, A.; Researcher3, B.",NEJM,PMC,pdf_867.json,pmc_867.json
CORD-000868,COVID-19 Research Paper 869: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 869. We analyzed data from multiple sources and found significant correlations.,2022-08-09 09:52:25.945945952,"Author9, A.; Researcher4, B.",Science,arXiv,pdf_868.json,
CORD-000869,COVID-19 Research Paper 870: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 870. We analyzed data from multiple sources and found significant correlations.,2022-08-10 12:10:48.648648656,,Nature,bioRxiv,pdf_869.json,
CORD-000870,COVID-19 Research Paper 871: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 871. We analyzed data from multiple sources and found significant correlations.,2022-08-11 14:29:11.351351344,"Author1, A.; Researcher1, B.",Science,PMC,pdf_870.json,pmc_870.json
CORD-000871,COVID-19 Research Paper 872: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 872. We analyzed data from multiple sources and found significant correlations.,2022-08-12 16:47:34.054054048,"Author2, A.; Researcher2, B.",Nature,PubMed,pdf_871.json,
CORD-000872,COVID-19 Research Paper 873: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 873. We analyzed data from multiple sources and found significant correlations.,2022-08-13 19:05:56.756756752,"Author3, A.; Researcher3, B.",NEJM,PubMed,pdf_872.json,
CORD-000873,COVID-19 Research Paper 874: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 874. We analyzed data from multiple sources and found significant correlations.,2022-08-14 21:24:19.459459456,"Author4, A.; Researcher4, B.",NEJM,PMC,pdf_873.json,pmc_873.json
CORD-000874,COVID-19 Research Paper 875: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 875. We analyzed data from multiple sources and found significant correlations.,2022-08-15 23:42:42.162162160,"Author5, A.; Researcher5, B.",BMJ,arXiv,pdf_874.json,
CORD-000875,COVID-19 Research Paper 876: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 876. We analyzed data from multiple sources and found significant correlations.,2022-08-17 02:01:04.864864864,"Author6, A.; Researcher1, B.",Science,arXiv,pdf_875.json,
CORD-000876,COVID-19 Research Paper 877: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 877. We analyzed data from multiple sources and found significant correlations.,2022-08-18 04:19:27.567567568,"Author7, A.; Researcher2, B.",JAMA,PubMed,pdf_876.json,pmc_876.json
CORD-000877,COVID-19 Research Paper 878: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 878. We analyzed data from multiple sources and found significant correlations.,2022-08-19 06:37:50.270270272,"Author8, A.; Researcher3, B.",BMJ,PubMed,pdf_877.json,
CORD-000878,COVID-19 Research Paper 879: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 879. We analyzed data from multiple sources and found significant correlations.,2022-08-20 08:56:12.972972976,"Author9, A.; Researcher4, B.",Science,arXiv,pdf_878.json,
CORD-000879,COVID-19 Research Paper 880: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 880. We analyzed data from multiple sources and found significant correlations.,2022-08-21 11:14:35.675675680,"Author10, A.; Researcher5, B.",BMJ,bioRxiv,pdf_879.json,pmc_879.json
CORD-000880,COVID-19 Research Paper 881: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 881. We analyzed data from multiple sources and found significant correlations.,2022-08-22 13:32:58.378378384,"Author1, A.; Researcher1, B.",JAMA,PMC,pdf_880.json,
CORD-000881,COVID-19 Research Paper 882: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 882. We analyzed data from multiple sources and found significant correlations.,2022-08-23 15:51:21.081081088,"Author2, A.; Researcher2, B.",Lancet,PubMed,pdf_881.json,
